0.059	0	
0.059114	1.28113e-05	
0.059228	1.28396e-05	
0.059342	1.28681e-05	
0.059456	1.28966e-05	
0.05957	1.29252e-05	
0.059684	1.29539e-05	
0.059798	1.29826e-05	
0.059912	1.30115e-05	
0.060026	1.30405e-05	
0.06014	1.30695e-05	
0.060254	1.30987e-05	
0.0603679	1.31279e-05	
0.0604819	1.31572e-05	
0.0605959	1.31866e-05	
0.0607099	1.32161e-05	
0.0608239	1.32457e-05	
0.0609379	1.32755e-05	
0.0610519	1.33053e-05	
0.0611659	1.33351e-05	
0.0612799	1.33651e-05	
0.0613939	1.33952e-05	
0.0615079	1.34254e-05	
0.0616219	1.34557e-05	
0.0617359	1.34861e-05	
0.0618499	1.35166e-05	
0.0619639	1.35472e-05	
0.0620779	1.35779e-05	
0.0621919	1.36087e-05	
0.0623059	1.36397e-05	
0.0624199	1.36707e-05	
0.0625339	1.37018e-05	
0.0626479	1.37331e-05	
0.0627619	1.37644e-05	
0.0628759	1.37959e-05	
0.0629898	1.38275e-05	
0.0631038	1.38591e-05	
0.0632178	1.38909e-05	
0.0633318	1.39229e-05	
0.0634458	1.39549e-05	
0.0635598	1.3987e-05	
0.0636738	1.40193e-05	
0.0637878	1.40517e-05	
0.0639018	1.40842e-05	
0.0640158	1.41168e-05	
0.0641298	1.41496e-05	
0.0642438	1.41824e-05	
0.0643578	1.42154e-05	
0.0644718	1.42486e-05	
0.0645858	1.42818e-05	
0.0646998	1.43152e-05	
0.0648138	1.43487e-05	
0.0649278	1.43823e-05	
0.0650418	1.44161e-05	
0.0651558	1.445e-05	
0.0652698	1.44841e-05	
0.0653838	1.45182e-05	
0.0654978	1.45525e-05	
0.0656117	1.4587e-05	
0.0657257	1.46216e-05	
0.0658397	1.46563e-05	
0.0659537	1.46912e-05	
0.0660677	1.47262e-05	
0.0661817	1.47614e-05	
0.0662957	1.47967e-05	
0.0664097	1.48321e-05	
0.0665237	1.48677e-05	
0.0666377	1.49035e-05	
0.0667517	1.49394e-05	
0.0668657	1.49755e-05	
0.0669797	1.50117e-05	
0.0670937	1.50481e-05	
0.0672077	1.50846e-05	
0.0673217	1.51213e-05	
0.0674357	1.51582e-05	
0.0675497	1.51952e-05	
0.0676637	1.52324e-05	
0.0677777	1.52698e-05	
0.0678917	1.53073e-05	
0.0680057	1.53451e-05	
0.0681197	1.53829e-05	
0.0682337	1.5421e-05	
0.0683476	1.54592e-05	
0.0684616	1.54977e-05	
0.0685756	1.55363e-05	
0.0686896	1.5575e-05	
0.0688036	1.5614e-05	
0.0689176	1.56532e-05	
0.0690316	1.56925e-05	
0.0691456	1.57321e-05	
0.0692596	1.57718e-05	
0.0693736	1.58117e-05	
0.0694876	1.58519e-05	
0.0696016	1.58922e-05	
0.0697156	1.59328e-05	
0.0698296	1.59735e-05	
0.0699436	1.60145e-05	
0.0700576	1.60556e-05	
0.0701716	1.6097e-05	
0.0702856	1.61386e-05	
0.0703996	1.61805e-05	
0.0705136	1.62225e-05	
0.0706276	1.62648e-05	
0.0707416	1.63073e-05	
0.0708556	1.635e-05	
0.0709695	1.6393e-05	
0.0710835	1.64362e-05	
0.0711975	1.64797e-05	
0.0713115	1.65234e-05	
0.0714255	1.65673e-05	
0.0715395	1.66115e-05	
0.0716535	1.66559e-05	
0.0717675	1.67007e-05	
0.0718815	1.67456e-05	
0.0719955	1.67909e-05	
0.0721095	1.68364e-05	
0.0722235	1.68821e-05	
0.0723375	1.69282e-05	
0.0724515	1.69745e-05	
0.0725655	1.70211e-05	
0.0726795	1.7068e-05	
0.0727935	1.71152e-05	
0.0729075	1.71627e-05	
0.0730215	1.72105e-05	
0.0731355	1.72586e-05	
0.0732495	1.73071e-05	
0.0733635	1.73558e-05	
0.0734775	1.74048e-05	
0.0735914	1.74542e-05	
0.0737054	1.75039e-05	
0.0738194	1.7554e-05	
0.0739334	1.76043e-05	
0.0740474	1.76551e-05	
0.0741614	1.77062e-05	
0.0742754	1.77576e-05	
0.0743894	1.78094e-05	
0.0745034	1.78616e-05	
0.0746174	1.79141e-05	
0.0747314	1.79671e-05	
0.0748454	1.80204e-05	
0.0749594	1.80741e-05	
0.0750734	1.81282e-05	
0.0751874	1.81828e-05	
0.0753014	1.82377e-05	
0.0754154	1.82931e-05	
0.0755294	1.83489e-05	
0.0756434	1.84052e-05	
0.0757574	1.84618e-05	
0.0758714	1.8519e-05	
0.0759854	1.85766e-05	
0.0760994	1.86347e-05	
0.0762133	1.86933e-05	
0.0763273	1.87524e-05	
0.0764413	1.88119e-05	
0.0765553	1.8872e-05	
0.0766693	1.89326e-05	
0.0767833	1.89938e-05	
0.0768973	1.90554e-05	
0.0770113	1.91177e-05	
0.0771253	1.91805e-05	
0.0772393	1.92439e-05	
0.0773533	1.93079e-05	
0.0774673	1.93724e-05	
0.0775813	1.94376e-05	
0.0776953	1.95035e-05	
0.0778093	1.95699e-05	
0.0779233	1.96371e-05	
0.0780373	1.97049e-05	
0.0781513	1.97734e-05	
0.0782653	1.98426e-05	
0.0783793	1.99125e-05	
0.0784933	1.99832e-05	
0.0786073	2.00547e-05	
0.0787213	2.01269e-05	
0.0788352	2.01999e-05	
0.0789492	2.02737e-05	
0.0790632	2.03484e-05	
0.0791772	2.04239e-05	
0.0792912	2.05003e-05	
0.0794052	2.05777e-05	
0.0795192	2.06559e-05	
0.0796332	2.07352e-05	
0.0797472	2.08154e-05	
0.0798612	2.08966e-05	
0.0799752	2.09789e-05	
0.0800892	2.10622e-05	
0.0802032	2.11467e-05	
0.0803172	2.12322e-05	
0.0804312	2.1319e-05	
0.0805452	2.1407e-05	
0.0806592	2.14962e-05	
0.0807732	2.15868e-05	
0.0808872	2.16786e-05	
0.0810012	2.17719e-05	
0.0811152	2.18665e-05	
0.0812292	2.19627e-05	
0.0813432	2.20604e-05	
0.0814572	2.21596e-05	
0.0815711	2.22605e-05	
0.0816851	2.23631e-05	
0.0817991	2.24675e-05	
0.0819131	2.25738e-05	
0.0820271	2.26819e-05	
0.0821411	2.2792e-05	
0.0822551	2.29042e-05	
0.0823691	2.30186e-05	
0.0824831	2.31353e-05	
0.0825971	2.32542e-05	
0.0827111	2.33757e-05	
0.0828251	2.34998e-05	
0.0829391	2.36265e-05	
0.0830531	2.37561e-05	
0.0831671	2.38887e-05	
0.0832811	2.40244e-05	
0.0833951	2.41635e-05	
0.0835091	2.4306e-05	
0.0836231	2.44522e-05	
0.0837371	2.46023e-05	
0.0838511	2.47566e-05	
0.0839651	2.49152e-05	
0.0840791	2.50786e-05	
0.084193	2.52469e-05	
0.084307	2.54205e-05	
0.084421	2.55999e-05	
0.084535	2.57854e-05	
0.084649	2.59774e-05	
0.084763	2.61766e-05	
0.084877	2.63836e-05	
0.084991	2.65989e-05	
0.085105	2.68233e-05	
0.085219	2.70578e-05	
0.085333	2.73034e-05	
0.085447	2.75612e-05	
0.085561	2.78325e-05	
0.085675	2.81191e-05	
0.085789	2.84228e-05	
0.085903	2.87459e-05	
0.086017	2.90914e-05	
0.086131	2.94626e-05	
0.086245	2.9864e-05	
0.086359	3.03013e-05	
0.086473	3.07818e-05	
0.086587	3.13157e-05	
0.086701	3.19169e-05	
0.0868149	3.26057e-05	
0.0869289	3.34137e-05	
0.0870429	3.43929e-05	
0.0871569	3.564e-05	
0.0872709	3.73672e-05	
0.0873849	4.02228e-05	
0.0874989	5.12663e-05	
